Accession,Platform,SeqClass,Species,Cells,PMID,Date,Title
GSE136611,Nextera XT,shortread,Human,82,31651061,10/28/19,Single-Cell Study Of Neural Stem Cells Derived From Human Ipscs Reveals Distinct Progenitor Populations With Neurogenic And Gliogenic Potential.
GSE136805,10X Genomics,shortread,Mouse;Human,16451,31802004,12/6/19,C-Jun Overexpression In Car T Cells Induces Exhaustion Resistance.
GSE137082,10X Genomics,shortread,Mouse,5686,31784108,12/1/19,Type I Interferon Signaling Disrupts The Hepatic Urea Cycle And Alters Systemic Metabolism To Suppress T Cell Function.
GSE137165,10X Genomics,shortread,Mouse,7885,31629685,10/21/19,Single-Cell Analysis Reveals Regulatory Gene Expression Dynamics Leading To Lineage Commitment In Early T Cell Development.
GSE137398,10X Genomics,shortread,Mouse,73790,31784286,12/1/19,Single-Cell Profiles Of Retinal Ganglion Cells Differing In Resilience To Injury Reveal Neuroprotective Genes.
GSE137525,Nextera XT,shortread,Zebrafish,275,31908317,1/8/20,Single Cell Sequencing Of Radial Glia Progeny Reveals The Diversity Of Newborn Neurons In The Adult Zebrafish Brain.
GSE137537,10X Genomics,shortread,Human,18732,31653841,10/28/19,Single-Cell Transcriptomic Atlas Of The Human Retina Identifies Cell Types Associated With Age-Related Macular Degeneration.
GSE137540,BD Rhapsody,shortread,Mouse;Human,154998,32719519,7/29/20,Single-Cell Transcriptome Profiling Reveals Neutrophil Heterogeneity In Homeostasis And Infection.
GSE137799,10X Genomics,shortread,Human,1436,,,
GSE137828,10X Genomics,shortread,Mouse,11026,31784286,12/1/19,Single-Cell Profiles Of Retinal Ganglion Cells Differing In Resilience To Injury Reveal Neuroprotective Genes.
GSE137863,Smart-Seq,longread,Mouse,365,31784286,12/1/19,Single-Cell Profiles Of Retinal Ganglion Cells Differing In Resilience To Injury Reveal Neuroprotective Genes.
GSE137869,10X Genomics,shortread,Human;Rat,221801,32109414,2/29/20,Caloric Restriction Reprograms The Single-Cell Transcriptional Landscape Of Rattus Norvegicus Aging.
GSE138266,10X Genomics,shortread,Mouse;Human,72162,31937773,1/16/20,Integrated Single Cell Analysis Of Blood And Cerebrospinal Fluid Leukocytes In Multiple Sclerosis.
GSE138302,Nextera XT,shortread,Human,228,33226180,11/24/20,A Robust Culture System To Generate Neural Progenitors With Gliogenic Competence From Clinically Relevant Induced Pluripotent Stem Cells For Treatment Of Spinal Cord Injury.
GSE138536,Smart-Seq,longread,Human,1849,31974247,1/25/20,Single-Cell Transcriptional Diversity Is A Hallmark Of Developmental Potential.
GSE138585,10X Genomics,shortread,Mouse,9114,31866069,12/24/19,Progressive Pulmonary Fibrosis Is Caused By Elevated Mechanical Tension On Alveolar Stem Cells.
GSE138794,10X Genomics,shortread,Human,17616,31554641,9/27/19,The Phenotypes Of Proliferating Glioblastoma Cells Reside On A Single Axis Of Variation.
GSE138826,10X Genomics,shortread,Mouse,51462,32248062,4/6/20,Temporal Dynamics And Heterogeneity Of Cell Populations During Skeletal Muscle Regeneration.
GSE138852,10X Genomics,shortread,Human,12778,31768052,11/27/19,A Single-Cell Atlas Of Entorhinal Cortex From Individuals With Alzheimer'S Disease Reveals Cell-Type-Specific Gene Expression Regulation.
GSE139079,Smart-Seq,longread,Human,1796,32049047,2/13/20,The Repertoire Of Serous Ovarian Cancer Non-Genetic Heterogeneity Revealed By Single-Cell Sequencing Of Normal Fallopian Tube Epithelial Cells.
GSE139103,10X Genomics,shortread,Mouse,6470,32994417,10/1/20,Satellite Glial Cells Promote Regenerative Growth In Sensory Neurons.
GSE139107,10X Genomics,shortread,Mouse;Human,118268,32571916,6/24/20,Cell Profiling Of Mouse Acute Kidney Injury Reveals Conserved Cellular Responses To Injury.
GSE139248,Smart-Seq,longread,Mouse,554,31937348,1/16/20,Dendro: Genetic Heterogeneity Profiling And Subclone Detection By Single-Cell Rna Sequencing.
GSE139249,10X Genomics,shortread,Human,37786,31801909,12/6/19,Discovery Of Specialized Nk Cell Populations Infiltrating Human Melanoma Metastases.
GSE139324,10X Genomics,shortread,Human,118728,31924475,1/12/20,Immune Landscape Of Viral- And Carcinogen-Driven Head And Neck Cancer.
GSE139448,10X Genomics,shortread,Human,12704,32004492,2/1/20,Adult Human Glioblastomas Harbor Radial Glia-Like Cells.
GSE139598,Seq-Well,shortread,Human;Chimpanzee,155042,31894150,1/3/20,Prevention Of Tuberculosis In Macaques After Intravenous Bcg Immunization.
GSE139827,10X Genomics,shortread,Mouse,5012,31883835,12/31/19,Arterial Sca1
GSE139829,10X Genomics,shortread,Human,102944,31980621,1/26/20,Single-Cell Analysis Reveals New Evolutionary Complexity In Uveal Melanoma.
GSE140228,Smart-Seq,longread,Human,64912,31675496,11/2/19,Landscape And Dynamics Of Single Immune Cells In Hepatocellular Carcinoma.
GSE140312,10X Genomics,shortread,Human,3004,32054662,2/15/20,Comparative Single-Cell Rna Sequencing (Scrna-Seq) Reveals Liver Metastasis-Specific Targets In A Patient With Small Intestinal Neuroendocrine Cancer.
GSE140405,10X Genomics,shortread,Human,4710,31924806,1/12/20,Generation Of Mesenchyme Free Intestinal Organoids From Human Induced Pluripotent Stem Cells.
GSE140807,Smart-Seq,longread,Mouse;Human,939,32179751,3/18/20,Dissecting The Early Steps Of Mll Induced Leukaemogenic Transformation Using A Mouse Model Of Aml.
GSE141445,10X Genomics,shortread,Human,34606,33420488,1/10/21,Single-Cell Analysis Reveals Transcriptomic Remodellings In Distinct Cell Types That Contribute To Human Prostate Cancer Progression.
GSE141460,Smart-Seq,longread,Human,6298,32663469,7/15/20,Single-Cell Rna-Seq Reveals Cellular Hierarchies And Impaired Developmental Trajectories In Pediatric Ependymoma.
GSE141634,Drop-seq,shortread,Mouse,12160,32661339,7/15/20,"Persistence Of A Regeneration-Associated, Transitional Alveolar Epithelial Cell State In Pulmonary Fibrosis."
GSE141701,10X Genomics,shortread,Drosphilia,3303,33340458,12/20/20,A Progressive Somatic Cell Niche Regulates Germline Cyst Differentiation In The Drosophila Ovary.
GSE141776,10X Genomics,shortread,Mouse,7881,32268097,4/9/20,"Differentiation Paths Of Peyer'S Patch Lysodcs Are Linked To Sampling Site Positioning, Migration, And T Cell Priming."
GSE141946,Drop-seq,shortread,Human,55712,31883794,12/31/19,A Patient-Derived Glioblastoma Organoid Model And Biobank Recapitulates Inter- And Intra-Tumoral Heterogeneity.
GSE141982,10X Genomics,shortread,Human,4794,32105316,2/28/20,Ensemble Learning For Classifying Single-Cell Data And Projection Across Reference Atlases.
GSE142116,10X Genomics,shortread,Human,47694,32217638,3/29/20,Organoid Cultures Of Early-Onset Colorectal Cancers Reveal Distinct And Rare Genetic Profiles.
GSE142200,10X Genomics,shortread,Mouse,28949,33128445,11/1/20,System-Level Analyses Of Keystone Genes Required For Mammalian Tooth Development.
GSE142213,10X Genomics,shortread,Mouse;Human,3738,32330454,4/25/20,C/Ebpα And Gata-2 Mutations Induce Bilineage Acute Erythroid Leukemia Through Transformation Of A Neomorphic Neutrophil-Erythroid Progenitor.
GSE142267,10X Genomics,shortread,Mouse;Human,14077,31951107,1/18/20,Novel Alzheimer Risk Genes Determine The Microglia Response To Amyloid-Β But Not To Tau Pathology.
GSE142356,Drop-seq,shortread,Human,5061,33205894,11/19/20,The Transcriptome Dynamics Of Single Cells During The Cell Cycle.
GSE142564,10X Genomics,shortread,Mouse,32701,32431172,5/21/20,Single-Cell Rna Sequencing To Dissect The Immunological Network Of Autoimmune Myocarditis.
GSE142585,Nextera XT,shortread,Mouse;Human;Chimpanzee,33904,32504559,6/7/20,"Single-Cell Rna Sequencing Of Human, Macaque, And Mouse Testes Uncovers Conserved And Divergent Features Of Mammalian Spermatogenesis."
GSE142653,KAPA Hyper Prep Kit,shortread,Human,4543,33077725,10/21/20,Single-Cell Transcriptomics Identifies Divergent Developmental Lineage Trajectories During Human Pituitary Development.
GSE142999,Smart-Seq,longread,Human,346,32735845,8/1/20,Differential Irf8 Transcription Factor Requirement Defines Two Pathways Of Dendritic Cell Development In Humans.
GSE143002,Smart-Seq,longread,Human,242,32735845,8/1/20,Differential Irf8 Transcription Factor Requirement Defines Two Pathways Of Dendritic Cell Development In Humans.
GSE143038,Smart-Seq,longread,Drosphilia,311,32059767,2/16/20,Single-Cell Transcriptomes Reveal Diverse Regulatory Strategies For Olfactory Receptor Expression And Axon Targeting.
GSE143158,Smart-Seq,longread,Human,151,32735845,8/1/20,Differential Irf8 Transcription Factor Requirement Defines Two Pathways Of Dendritic Cell Development In Humans.
GSE143363,10X Genomics,shortread,Human,3534,31974170,1/25/20,Monocytic Subclones Confer Resistance To Venetoclax-Based Therapy In Patients With Acute Myeloid Leukemia.
GSE143437,10X Genomics,shortread,Mouse,32518,32160558,3/12/20,Single-Cell Analysis Of The Muscle Stem Cell Hierarchy Identifies Heterotypic Communication Signals Involved In Skeletal Muscle Regeneration.
GSE143545,CEL-seq2,shortread,Mouse,1133,32912294,9/12/20,"Starr-Seq Identifies Active, Chromatin-Masked, And Dormant Enhancers In Pluripotent Mouse Embryonic Stem Cells."
GSE143637,Nextera XT,shortread,Mouse,1051,32402290,5/14/20,Iterative Single-Cell Analyses Define The Transcriptome Of The First Functional Hematopoietic Stem Cells.
GSE143704,10X Genomics,shortread,Human,21466,32624006,7/7/20,A Reference Single-Cell Transcriptomic Atlas Of Human Skeletal Muscle Tissue Reveals Bifurcated Muscle Stem Cell Populations.
GSE143758,10X Genomics,shortread,Mouse;Human,81060,32341542,4/29/20,Disease-Associated Astrocytes In Alzheimer'S Disease And Aging.
GSE143877,Smart-Seq,longread,Mouse,349,32426372,5/20/20,A Single-Cell Transcriptional Roadmap Of The Mouse And Human Lymph Node Lymphatic Vasculature.
GSE143949,SureCell,shortread,Mouse,5511,33158872,11/8/20,Transcriptional Priming As A Conserved Mechanism Of Lineage Diversification In The Developing Mouse And Human Neocortex.
GSE144271,10X Genomics,shortread,Mouse,6921,32521264,6/11/20,Prmt1-P53 Pathway Controls Epicardial Emt And Invasion.
GSE144430,10X Genomics,shortread,Human,8804,32271902,4/10/20,Diversity Of Peripheral Blood Human Nk Cells Identified By Single-Cell Rna Sequencing.
GSE144444,Drop-seq,shortread,Mouse,1492,32152318,3/11/20,Functional Hypoxia Drives Neuroplasticity And Neurogenesis Via Brain Erythropoietin.
GSE144730,Nextera XT,shortread,Unknown,1743,32058160,2/15/20,Elevated Circulating Th2 But Not Group 2 Innate Lymphoid Cell Responses Characterize Canine Atopic Dermatitis.
GSE144735,10X Genomics,shortread,Human,25769,32451460,5/27/20,Lineage-Dependent Gene Expression Programs Influence The Immune Landscape Of Colorectal Cancer.
GSE144980,Nextera XT,longread,Mouse,2139,32568072,6/23/20,A Single-Cell Transcriptomic And Anatomic Atlas Of Mouse Dorsal Raphe
GSE145013,ICELL8,shortread,Human,1274,32640237,7/9/20,Single-Cell And Population Transcriptomics Reveal Pan-Epithelial Remodeling In Type 2-High Asthma.
GSE145137,10X Genomics,shortread,Mouse;Human,2044,32460812,5/29/20,Single-Cell Rna Sequencing Reveals The Tumor Microenvironment And Facilitates Strategic Choices To Circumvent Treatment Failure In A Chemorefractory Bladder Cancer Patient.
GSE145241,10X Genomics,shortread,Mouse,18280,32663195,7/15/20,Hemolysis Transforms Liver Macrophages Into Antiinflammatory Erythrophagocytes.
GSE145281,10X Genomics,shortread,Human,55548,32405063,5/15/20,High Systemic And Tumor-Associated Il-8 Correlates With Reduced Clinical Benefit Of Pd-L1 Blockade.
GSE145307,10X Genomics,shortread,Human,33372,32315970,4/22/20,Transcriptional And Clonal Characterization Of B Cell Plasmablast Diversity Following Primary And Secondary Natural Denv Infection.
GSE145443,10X Genomics,shortread,Mouse,7682,32729827,7/31/20,An Atlas Of Cell Types In The Mouse Epididymis And Vas Deferens.
GSE145502,10X Genomics,shortread,Mouse,7201,32632238,7/8/20,Zipseq: Barcoding For Real-Time Mapping Of Single Cell Transcriptomes.
GSE145531,Smart-Seq,longread,Human,159,33763704,3/26/21,Single-Cell Transcriptomics Dissects Hematopoietic Cell Destruction And T Cell Engagement In Aplastic Anemia.
GSE145539,Fluidigm,longread,Human,426,33241896,11/27/20,Directed Induction Of Alveolar Type I Cells Derived From Pluripotent Stem Cells Via Wnt Signaling Inhibition.
GSE145638,Fluidigm,longread,Mouse;Human,119,32302558,4/18/20,Transcriptome Dynamics Of Hematopoietic Stem Cell Formation Revealed Using A Combinatorial Runx1 And Ly6A Reporter System.
GSE145688,Drop-seq,shortread,Mouse,3723,33239393,11/27/20,Kidney Single-Cell Transcriptomes Predict Spatial Corticomedullary Gene Expression And Tissue Osmolality Gradients.
GSE145726,CEL-seq,shortread,Mouse;Human,956,32367046,5/6/20,In Vitro Capture And Characterization Of Embryonic Rosette-Stage Pluripotency Between Naive And Primed States.
GSE145861,10X Genomics,shortread,Mouse,25100,32497356,6/5/20,Urethral Luminal Epithelia Are Castration-Insensitive Cells Of The Proximal Prostate.
GSE145926,10X Genomics,shortread,Human,63431,32398875,5/14/20,Single-Cell Landscape Of Bronchoalveolar Immune Cells In Patients With Covid-19.
GSE145928,10X Genomics,shortread,Human,55241,32497356,6/5/20,Urethral Luminal Epithelia Are Castration-Insensitive Cells Of The Proximal Prostate.
GSE146026,Smart-Seq,longread,Human,9075,32572264,6/24/20,A Single-Cell Landscape Of High-Grade Serous Ovarian Cancer.
GSE146040,10X Genomics,shortread,Drosphilia,12297,32339165,4/28/20,A Single-Cell Atlas Of Adult Drosophila Ovary Identifies Transcriptional Programs And Somatic Cell Lineage Regulating Oogenesis.
GSE146046,Smart-Seq,longread,Human,90,32532832,6/14/20,Single-Cell Transcriptomic Analysis Of Allergen-Specific T Cells In Allergy And Asthma.
GSE146115,Fluidigm,longread,Human,2992,33531041,2/4/21,Clonal Evolution In Liver Cancer At Single-Cell And Single-Variant Resolution.
GSE146123,10X Genomics,longread,Mouse;Human,2707,32968047,9/25/20,Dental Cell Type Atlas Reveals Stem And Differentiated Cell Types In Mouse And Human Teeth.
GSE146194,10X Genomics,shortread,Human,188669,32231336,4/2/20,Combinatorial Single-Cell Crispr Screens By Direct Guide Rna Capture And Targeted Sequencing.
GSE146216,10X Genomics,shortread,Mouse,2080,32151196,3/11/20,Deep Phenotyping By Mass Cytometry And Single-Cell Rna-Sequencing Reveals Lyn-Regulated Signaling Profiles Underlying Monocyte Subset Heterogeneity And Lifespan.
GSE146221,10X Genomics,shortread,Human,17310,32290418,4/16/20,Reconstruction Of Ewing Sarcoma Developmental Context From Mass-Scale Transcriptomics Reveals Characteristics Of Ewsr1-Fli1 Permissibility.
GSE146244,10X Genomics,shortread,Mouse,6491,32351546,5/1/20,Single-Cell Transcriptomes Reveal A Complex Cellular Landscape In The Middle Ear And Differential Capacities For Acute Response To Infection.
GSE146264,Smart-Seq,longread,Human,6012,33309739,12/15/20,Single-Cell Rna Sequencing Of Psoriatic Skin Identifies Pathogenic Tc17 Cell Subsets And Reveals Distinctions Between Cd8
GSE146456,10X Genomics,shortread,Mouse,8657,33304758,12/12/20,Deficiency Of Sting Signaling In Embryonic Cerebral Cortex Leads To Neurogenic Abnormalities And Autistic-Like Behaviors.
GSE146637,10X Genomics,shortread,Mouse,11049,32728211,7/31/20,Mechanisms Of Stretch-Mediated Skin Expansion At Single-Cell Resolution.
GSE146672,Nextera XT,shortread,Mouse;Human,2139,32327659,4/25/20,Deletion Of Topoisomerase 1 In Excitatory Neurons Causes Genomic Instability And Early Onset Neurodegeneration.
GSE146740,Smart-Seq,longread,Mouse,255,33432227,1/13/21,Rorα Is A Critical Checkpoint For T Cell And Ilc2 Commitment In The Embryonic Thymus.
GSE146741,10X Genomics,shortread,Mouse,5384,33432227,1/13/21,Rorα Is A Critical Checkpoint For T Cell And Ilc2 Commitment In The Embryonic Thymus.
GSE146771,10X Genomics,longread,Mouse;Human,51137,32302573,4/18/20,Single-Cell Analyses Inform Mechanisms Of Myeloid-Targeted Therapies In Colon Cancer.
GSE146799,CEL-seq,shortread,Human,3185,32407674,5/15/20,High-Resolution Mrna And Secretome Atlas Of Human Enteroendocrine Cells.
GSE146811,10X Genomics,shortread,Mouse;Human,82266,32355025,5/2/20,Regenerative Potential Of Prostate Luminal Cells Revealed By Single-Cell Analysis.
GSE146912,10X Genomics,shortread,Mouse,59629,32651223,7/12/20,Single-Cell Transcriptome Profiling Of The Kidney Glomerulus Identifies Key Cell Types And Reactions To Injury.
GSE147100,Nextera XT,shortread,Mouse,84,32597756,7/1/20,A Tgfbr1/Snai1-Dependent Developmental Module At The Core Of Vertebrate Axial Elongation.
GSE147143,10X Genomics,shortread,Human,28998,32671793,7/17/20,Single-Cell Analysis Reveals Bronchoalveolar Epithelial Dysfunction In Covid-19 Patients.
GSE147202,Drop-seq,shortread,Mouse;Human,2976,32375897,5/8/20,Single-Cell Rna-Seq With Spike-In Cells Enables Accurate Quantification Of Cell-Specific Drug Effects In Pancreatic Islets.
GSE147298,Smart-Seq,longread,Mouse,1514,33184221,11/14/20,Bmp Signaling: At The Gate Between Activated Melanocyte Stem Cells And Differentiation.
GSE147349,10X Genomics,shortread,Human,29638,32375022,5/7/20,A Nutrient-Sensing Transition At Birth Triggers Glucose-Responsive Insulin Secretion.
GSE147390,10X Genomics,shortread,Human,8215,34111027,6/11/21,Single-Cell Rna Sequencing Of Human Femoral Head 
GSE147581,10X Genomics,shortread,Mouse,5221,33340713,12/20/20,Single-Cell Transcriptomics Reveals Zone-Specific Alterations Of Liver Sinusoidal Endothelial Cells In Cirrhosis.
GSE147668,Unknown,shortread,Mouse;Human,3818,32484158,6/3/20,Diverse Homeostatic And Immunomodulatory Roles Of Immune Cells In The Developing Mouse Lung At Single Cell Resolution.
GSE147693,10X Genomics,shortread,Mouse;Human,70042,32887883,9/6/20,Pharmacologically Reversible Zonation-Dependent Endothelial Cell Transcriptomic Changes With Neurodegenerative Disease Associations In The Aged Brain.
GSE147863,10X Genomics,shortread,Human,19824,32333836,4/26/20,Inhibition Of Sars-Cov-2 Infections In Engineered Human Tissues Using Clinical-Grade Soluble Human Ace2.
GSE147883,Smart-Seq,longread,Mouse;Human,360,32375047,5/7/20,Interstitial Cell Remodeling Promotes Aberrant Adipogenesis In Dystrophic Muscles.
GSE147989,10X Genomics,shortread,Human,6841,32601337,7/1/20,Targeting Cd70 With Cusatuzumab Eliminates Acute Myeloid Leukemia Stem Cells In Patients Treated With Hypomethylating Agents.
GSE148063,10X Genomics,shortread,Mouse,7676,33548738,2/7/21,Single-Cell Transcriptional Analysis Reveals Developmental Stage-Dependent Changes In Retinal Progenitors In The Murine Early Optic Vesicle.
GSE148077,10X Genomics,shortread,Mouse;Human,79373,32555229,6/20/20,Cell Atlas Of The Human Fovea And Peripheral Retina.
GSE148127,10X Genomics,shortread,Mouse,11616,33264626,12/3/20,Multi-Modal Single-Cell Analysis Reveals Brain Immune Landscape Plasticity During Aging And Gut Microbiota Dysbiosis.
GSE148190,10X Genomics,shortread,Human,26356,32539073,6/17/20,Layilin Augments Integrin Activation To Promote Antitumor Immunity.
GSE148367,10X Genomics,shortread,Human,1992,32377875,5/8/20,An Organoid Model To Assay The Role Of Cftr In The Human Epididymis Epithelium.
GSE148506,Smart-Seq,longread,Human,295,33149301,11/6/20,Paracrine Signalling By Cardiac Calcitonin Controls Atrial Fibrogenesis And Arrhythmia.
GSE148665,10X Genomics,shortread,Human,1252,32379315,5/8/20,Brem-Sc: A Bayesian Random Effects Mixture Model For Joint Clustering Single Cell Multi-Omics Data.
GSE148729,Clontech SMRTr,shortread,Human,22188,33585804,2/16/21,Transcriptomic Profiling Of Sars-Cov-2 Infected Human Cell Lines Identifies Hsp90 As Target For Covid-19 Therapy.
GSE148829,Seq-Well,shortread,Mouse;Human;Chimpanzee,8443,32413319,5/28/20,SARS-CoV-2 Receptor ACE2 Is an Interferon-Stimulated Gene in Human Airway Epithelial Cells and Is Detected in Specific Cell Subsets across Tissues
GSE148842,Nextera XT,shortread,Human,152328,,,
GSE148882,Seq-Well,shortread,Mouse,14733,32497523,6/5/20,M
GSE148946,10X Genomics,shortread,Mouse,75239,32895383,9/9/20,Transcriptomic Analysis Links Diverse Hypothalamic Cell Types To Fibroblast Growth Factor 1-Induced Sustained Diabetes Remission.
GSE149100,10X Genomics,shortread,Human,9415,32531351,6/13/20,Bulk And Single-Cell Gene Expression Analyses Reveal Aging Human Choriocapillaris Has Pro-Inflammatory Phenotype.
GSE149224,Drop-seq,shortread,Human,10583,32846134,8/28/20,Single-Cell Transcriptome Analysis Of Colon Cancer Cell Response To 5-Fluorouracil-Induced Dna Damage.
GSE149301,Smart-Seq,longread,Mouse,1200,32769974,8/10/20,Single-Cell Analysis Uncovers Fibroblast Heterogeneity And Criteria For Fibroblast And Mural Cell Identification And Discrimination.
GSE149512,10X Genomics,shortread,Human,72496,33173058,11/12/20,Single-Cell Analysis Of Developing And Azoospermia Human Testicles Reveals Central Role Of Sertoli Cells.
GSE149629,10X Genomics,shortread,Human,17950,33372178,12/30/20,Single-Cell Rna Sequencing Reveals Regulation Of Fetal Ovary Development In The Monkey (Macaca Fascicularis).
GSE149656,Smart-Seq,longread,Mouse,1616,32769974,8/10/20,Single-Cell Analysis Uncovers Fibroblast Heterogeneity And Criteria For Fibroblast And Mural Cell Identification And Discrimination.
GSE149689,10X Genomics,shortread,Human,54648,32651212,7/12/20,Immunophenotyping Of Covid-19 And Influenza Highlights The Role Of Type I Interferons In Development Of Severe Covid-19.
GSE149859,Smart-Seq,longread,Mouse,1618,32769974,8/10/20,Single-Cell Analysis Uncovers Fibroblast Heterogeneity And Criteria For Fibroblast And Mural Cell Identification And Discrimination.
GSE150132,10X Genomics,shortread,Mouse;Human,66274,33097590,10/25/20,A distinct GM-CSF + T helper cell subset requires T-bet to adopt a TH1 phenotype and promote neuroinflammation
GSE150219,10X Genomics,shortread,Mouse;Human,7972,32634398,7/8/20,Single-Cell Transcriptomic Analyses Of The Developing Meninges Reveal Meningeal Fibroblast Diversity And Function.
GSE150289,Smart-Seq,longread,Mouse,1424,32769974,8/10/20,Single-Cell Analysis Uncovers Fibroblast Heterogeneity And Criteria For Fibroblast And Mural Cell Identification And Discrimination.
GSE150338,10X Genomics,shortread,Mouse;Human,102,33769948,3/27/21,Targeted Single-Cell Rna-Seq Identifies Minority Cell Types Of Kidney Distal Nephron.
GSE150580,10X Genomics,shortread,Mouse,13165,33378681,12/31/20,Aging-Associated Alterations In Mammary Epithelia And Stroma Revealed By Single-Cell Rna Sequencing.
GSE150660,10X Genomics,shortread,Mouse;Human,12852,32675368,7/18/20,Cancer Cells Deploy Lipocalin-2 To Collect Limiting Iron In Leptomeningeal Metastasis.
GSE150672,Seq-Well,longread,Mouse;Human,31227,33053333,10/15/20,Second-Strand Synthesis-Based Massively Parallel Scrna-Seq Reveals Cellular States And Molecular Features Of Human Inflammatory Skin Pathologies.
GSE150728,Seq-Well,shortread,Human,42782,32514174,6/10/20,A Single-Cell Atlas Of The Peripheral Immune Response In Patients With Severe Covid-19.
GSE150825,10X Genomics,shortread,Human,69305,33750785,3/23/21,Comprehensive Single-Cell Sequencing Reveals The Stromal Dynamics And Tumor-Specific Characteristics In The Microenvironment Of Nasopharyngeal Carcinoma.
GSE150861,10X Genomics,shortread,Human,66716,32764665,8/9/20,Single-Cell Analysis Of Two Severe Covid-19 Patients Reveals A Monocyte-Associated And Tocilizumab-Responding Cytokine Storm.
GSE150903,10X Genomics,shortread,Mouse;Human,32322,32527923,6/13/20,Human Cns Barrier-Forming Organoids With Cerebrospinal Fluid Production.
GSE150930,10X Genomics,shortread,Human,983,33194728,11/17/20,Evolution Of Advanced Chronic Lymphoid Leukemia Unveiled By Single-Cell Transcriptomics: A Case Report.
GSE151087,10X Genomics,shortread,Human,1496,32610077,7/2/20,Transcriptional And Functional Analysis Of Cd1C
GSE151089,10X Genomics,shortread,Mouse;Human,292,32610077,7/2/20,Transcriptional And Functional Analysis Of Cd1C
GSE151152,10X Genomics,shortread,Mouse,8367,32814028,8/20/20,Paneth Cell-Derived Lysozyme Defines The Composition Of Mucolytic Microbiota And The Inflammatory Tone Of The Intestine.
GSE151244,Nextera XT,shortread,Mouse,561,32690951,7/22/20,The Activation Trajectory Of Plasmacytoid Dendritic Cells In Vivo During A Viral Infection.
GSE151245,Nextera XT,shortread,Mouse,1153,32690951,7/22/20,The Activation Trajectory Of Plasmacytoid Dendritic Cells In Vivo During A Viral Infection.
GSE151246,Smart-Seq,longread,Mouse,174,32690951,7/22/20,The Activation Trajectory Of Plasmacytoid Dendritic Cells In Vivo During A Viral Infection.
GSE151247,Smart-Seq,longread,Mouse,332,32690951,7/22/20,The Activation Trajectory Of Plasmacytoid Dendritic Cells In Vivo During A Viral Infection.
GSE151630,Smart-Seq,longread,Mouse;Human,252,32579887,6/25/20,Combinatorial Single-Cell Analyses Of Granulocyte-Monocyte Progenitor Heterogeneity Reveals An Early Uni-Potent Neutrophil Progenitor.
GSE151658,10X Genomics,shortread,Mouse,41345,33448928,1/16/21,The Orchestrated Cellular And Molecular Responses Of The Kidney To Endotoxin Define A Precise Sepsis Timeline.
GSE151682,Smart-Seq,longread,Mouse;Human,32,32579887,6/25/20,Combinatorial Single-Cell Analyses Of Granulocyte-Monocyte Progenitor Heterogeneity Reveals An Early Uni-Potent Neutrophil Progenitor.
GSE151723,10X Genomics,shortread,Mouse;Human,4895,32458983,5/28/20,Single-Cell Analysis Of The Gene Expression Effects Of Developmental Lead (Pb) Exposure On The Mouse Hippocampus.
GSE151735,Fluidigm,longread,Human,38,32699019,7/24/20,Parallel Bimodal Single-Cell Sequencing Of Transcriptome And Chromatin Accessibility.
GSE151876,10X Genomics,shortread,Human,2297,32946788,9/19/20,Multi-Layered Spatial Transcriptomics Identify Secretory Factors Promoting Human Hematopoietic Stem Cell Development.
GSE151877,10X Genomics,shortread,Human,2297,32946788,9/19/20,Multi-Layered Spatial Transcriptomics Identify Secretory Factors Promoting Human Hematopoietic Stem Cell Development.
GSE152745,10X Genomics,shortread,Human,995,33133158,11/3/20,A Systems Biology Approach To Identifying A Master Regulator That Can Transform The Fast Growing Cellular State To A Slowly Growing One In Early Colorectal Cancer Development Model.
GSE152906,10X Genomics,shortread,Zebrafish,3839,33591267,2/17/21,An Atlas Of Neural Crest Lineages Along The Posterior Developing Zebrafish At Single-Cell Resolution.
GSE152962,KAPA Hyper Prep Kit,shortread,Mouse,1621,33173202,11/12/20,Unveiling The Heterogeneity Of Nkt Cells In The Liver Through Single Cell Rna Sequencing.
GSE152981,10X Genomics,shortread,Human,14135,32731885,8/1/20,"Gmm-Demux: Sample Demultiplexing, Multiplet Detection, Experiment Planning, And Novel Cell-Type Verification In Single Cell Sequencing."
GSE153056,10X Genomics,shortread,Human,6943,33649593,3/3/21,Characterizing The Molecular Regulation Of Inhibitory Immune Checkpoints With Multimodal Single-Cell Screens.
GSE153487,10X Genomics,shortread,Mouse;Human,39641,33020472,10/7/20,Glioma-Derived Il-33 Orchestrates An Inflammatory Brain Tumor Microenvironment That Accelerates Glioma Progression.
GSE153647,10X Genomics,shortread,Mouse;Human,4938,32961131,9/23/20,Single-Cell Analyses Identify Brain Mural Cells Expressing Cd19 As Potential Off-Tumor Targets For Car-T Immunotherapies.
GSE153697,10X Genomics,shortread,Human,6985,33558546,2/10/21,Single-Cell Profiling Identifies Pre-Existing Cd19-Negative Subclones In A B-All Patient With Cd19-Negative Relapse After Car-T Therapy.
GSE153701,10X Genomics,shortread,Mouse,9356,33318148,12/16/20,Androgen Action In Cell Fate And Communication During Prostate Development At Single-Cell Resolution.
GSE154126,Fluidigm,longread,Human,1218,32739450,8/3/20,Single-Cell Transcriptomics Of Human Islet Ontogeny Defines The Molecular Basis Of Β-Cell Dedifferentiation In T2D.
